id_fecha;Pauta;Fecha;Flag_timing;dia_laboral;nro_registros;nro_registros_condni;nro_aprobados;nro_pre_aprobado;nro_sin_campaña;gestionado;contactado;derivacion_Ope;desembolso_m_tlmk;desembolso_m_tlmk_neto;desembolso_n_tlmk;desembolso_n_total;desembolso_m_neto_total;desembolso_n_eds;desembolso_m_neto_eds
250331;6.Ahorros;2025-03-05;0;4.0;24;19;0;0;19;0;0;0;0;0.0;0;0;0.0;0;0.0
250331;6.Ahorros;2025-03-09;0;0.0;2;1;0;0;1;0;0;0;0;0.0;0;0;0.0;0;0.0
250331;6.Ahorros;2025-03-21;0;18.0;16;15;0;0;15;0;0;0;0;0.0;0;0;0.0;0;0.0
250331;8.FB;2025-03-18;0;15.0;1;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0.0
250331;9.Otros;2025-03-03;0;2.0;193;88;15;32;41;38;35;17;32500;31882.32;7;9;37721.35;2;5839.03
250131;9.Otros;2025-01-10;0;8.0;116;3;1;0;2;1;1;1;1300;1300.0;1;1;1300.0;0;0.0
250131;9.Otros;2025-01-21;0;17.0;292;173;13;105;55;8;8;2;3000;3000.0;1;1;3000.0;0;0.0
250228;1.Aprobado;2025-02-26;0;22.0;280;227;4;9;214;3;2;0;0;0.0;0;0;0.0;0;0.0
250228;2.Escolar;2025-02-04;0;3.0;157;132;1;7;124;1;1;0;0;0.0;0;0;0.0;0;0.0
250228;2.Escolar;2025-02-10;0;8.0;127;112;1;2;109;1;1;0;0;0.0;0;0;0.0;0;0.0
250228;3.Camp_act;2025-02-16;0;0.0;24;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0.0
250228;4.Camp_QR;2025-02-08;0;7.0;106;105;14;27;64;11;7;1;0;0.0;0;0;0.0;0;0.0
250228;6.Ahorros;2025-02-07;0;6.0;22;17;0;0;17;0;0;0;0;0.0;0;0;0.0;0;0.0
250331;1.Aprobado;2025-03-23;0;0.0;10;3;0;0;3;0;0;0;0;0.0;0;0;0.0;0;0.0
250331;4.Camp_QR;2025-03-29;0;25.0;2;2;0;1;1;1;1;0;0;0.0;0;0;0.0;0;0.0
250331;6.Ahorros;2025-03-04;0;3.0;23;19;0;0;19;0;0;0;0;0.0;0;0;0.0;0;0.0
250331;6.Ahorros;2025-03-31;0;26.0;16;15;0;0;15;0;0;0;0;0.0;0;0;0.0;0;0.0
250331;9.Otros;2025-03-19;0;16.0;160;75;11;9;55;25;18;9;4500;4500.0;3;3;4500.0;0;0.0
250131;1.Aprobado;2025-01-27;0;22.0;19;15;2;0;13;1;1;0;0;0.0;0;0;0.0;0;0.0
250131;1.Aprobado;2025-01-29;0;24.0;10;7;0;0;7;0;0;0;0;0.0;0;0;0.0;0;0.0
250131;6.Ahorros;2025-01-07;0;5.0;36;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0.0
250131;6.Ahorros;2025-01-12;0;0.0;9;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0.0
250131;6.Ahorros;2025-01-14;0;11.0;27;1;0;0;1;0;0;0;0;0.0;0;0;0.0;0;0.0
250131;9.Otros;2025-01-19;0;0.0;18;3;2;0;1;2;2;2;1900;1900.0;1;1;1900.0;0;0.0
250228;1.Aprobado;2025-02-12;0;10.0;76;67;0;2;65;0;0;0;0;0.0;0;0;0.0;0;0.0
250228;1.Aprobado;2025-02-24;0;20.0;276;240;1;13;226;3;2;0;0;0.0;0;0;0.0;0;0.0
250228;1.Aprobado;2025-02-28;0;24.0;271;233;4;9;220;3;2;1;0;0.0;0;0;0.0;0;0.0
250228;3.Camp_act;2025-02-09;0;0.0;37;6;0;0;6;0;0;0;0;0.0;0;0;0.0;0;0.0
250228;4.Camp_QR;2025-02-04;0;3.0;316;301;39;61;201;36;22;11;1200;1200.0;2;3;1800.0;1;600.0
250331;1.Aprobado;2025-03-10;0;8.0;106;94;2;6;86;2;1;0;0;0.0;0;0;0.0;0;0.0
250331;1.Aprobado;2025-03-24;0;20.0;193;164;1;6;157;0;0;0;0;0.0;0;0;0.0;0;0.0
250331;1.Aprobado;2025-03-28;0;24.0;160;136;4;8;124;0;0;0;0;0.0;0;0;0.0;0;0.0
250331;2.Escolar;2025-03-08;0;7.0;66;54;0;4;50;0;0;0;0;0.0;0;0;0.0;0;0.0
250331;6.Ahorros;2025-03-02;0;0.0;6;5;0;0;5;0;0;0;0;0.0;0;0;0.0;0;0.0
250331;6.Ahorros;2025-03-13;0;11.0;16;15;0;0;15;0;0;0;0;0.0;0;0;0.0;0;0.0
250331;6.Ahorros;2025-03-24;0;20.0;21;18;1;0;17;0;0;0;0;0.0;0;0;0.0;0;0.0
250430;4.Camp_QR;2025-04-01;1;1.0;3;3;0;1;2;1;1;1;0;0.0;0;0;0.0;0;0.0
250430;6.Ahorros;2025-04-01;1;1.0;18;15;0;0;15;0;0;0;0;0.0;0;0;0.0;0;0.0
250131;1.Aprobado;2025-01-18;0;15.0;31;19;2;0;17;2;2;0;0;0.0;0;0;0.0;0;0.0
250131;9.Otros;2025-01-04;0;3.0;77;3;2;0;1;2;2;2;3000;3000.0;1;1;3000.0;0;0.0
250228;2.Escolar;2025-02-07;0;6.0;123;105;0;4;101;0;0;0;0;0.0;0;0;0.0;0;0.0
250228;4.Camp_QR;2025-02-22;0;19.0;41;40;8;7;25;7;6;2;0;0.0;0;0;0.0;0;0.0
250228;9.Otros;2025-02-10;0;8.0;99;48;14;3;31;14;10;5;4500;4500.0;2;2;4500.0;0;0.0
250228;9.Otros;2025-02-14;0;12.0;179;66;21;4;41;19;14;7;4500;4500.0;2;2;4500.0;0;0.0
250331;1.Aprobado;2025-03-25;0;21.0;181;153;2;6;145;1;0;0;0;0.0;0;0;0.0;0;0.0
250331;2.Escolar;2025-03-04;0;3.0;94;87;0;8;79;2;1;0;0;0.0;0;0;0.0;0;0.0
250331;2.Escolar;2025-03-10;0;8.0;69;61;0;4;57;0;0;0;0;0.0;0;0;0.0;0;0.0
250331;6.Ahorros;2025-03-08;0;7.0;19;18;0;0;18;0;0;0;0;0.0;0;0;0.0;0;0.0
250331;6.Ahorros;2025-03-28;0;24.0;10;9;0;0;9;0;0;0;0;0.0;0;0;0.0;0;0.0
250331;8.FB;2025-03-27;0;23.0;1;1;0;0;1;0;0;0;0;0.0;0;0;0.0;0;0.0
250331;9.Otros;2025-03-13;0;11.0;272;112;19;27;66;57;46;22;25100;24773.69;14;21;51236.69;7;26463.0
250331;9.Otros;2025-03-18;0;15.0;208;75;18;17;40;39;34;19;26900;26900.0;12;15;31102.04;3;4202.04
250331;9.Otros;2025-03-24;0;20.0;236;121;33;38;50;43;41;14;22400;21343.99;4;5;22543.99;1;1200.0
